BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.5111017079785025,-0.4147743050624834,0.8416127816977778,0.5040646718792304,-0.9305080233198298,0.7185758154180215,0.9718337644438366,-0.7228381818271472,0.5981045254292259,-0.3349611561710867,-1.0268884659892363,-0.8839405973532336,-0.5591837136103011,-1.888288543116693
0.9581876802919402,0.5210461957742715,-0.981239286462887,-1.08822028105948,0.4843671986948479,-1.2203915298172738,-0.7295534108469164,-0.2123842077833596,-1.3770402925667236,0.8241336395466677,0.043210020425743255,1.2458899774329404,-0.5591837136103011,0.35957434239353514
0.05838107633752136,0.5210461957742715,-0.981239286462887,-1.08822028105948,1.4674469824083933,-1.2203915298172738,-0.7295534108469164,3.1426673128308544,-1.3770402925667236,-1.4460376103708865,1.1474396659522552,-0.14795241080788846,2.304643578959571,0.35957434239353514
-1.4362372732298703,-1.0102964419585998,0.07666838914264763,1.3604277955485908,-0.9305080233198298,1.0648201622784175,-0.35921332467736833,-0.7228381818271472,0.4937324241835826,-0.6055966075231521,0.5571975060105231,-2.4041125695922396,-0.5591837136103011,0.35957434239353514
1.006929015425737,0.5210461957742715,0.24838690122028084,-1.08822028105948,1.2911249689717121,-1.0126459188839576,-0.35921332467736833,0.7002140077294137,-0.8714861262391379,0.7270273986626786,0.09372765057537666,1.0304782638552887,-0.5591837136103011,0.35957434239353514
-0.6039239079407387,-2.541643290887936,-0.981239286462887,0.6894640302711504,1.0361175019206164,1.2725657732117337,-0.7295534108469164,-0.2123842077833596,0.4937324241835826,-1.2250152944029307,0.31123369599829764,-1.0273229589504709,-0.5591837136103011,0.35957434239353514
-1.2737777453388435,0.5210461957742715,-0.981239286462887,0.8211200316238876,-0.9305080233198298,1.2725657732117337,-0.7295534108469164,-0.7228381818271472,0.22552849885841575,-1.4460376103708865,-0.5934238793480034,-0.8902944129909065,1.5763253503727344,-2.6375761716201023
0.7276607745556182,0.5210461957742715,1.5146231732401565,1.0294472893871747,-0.9305080233198298,1.2725657732117337,2.074914201854449,-0.7228381818271472,0.9409066021286033,0.9140410444262586,0.9438114056592305,0.2834593312891265,-0.5591837136103011,0.35957434239353514
0.494940586176349,0.5210461957742715,-0.1270884944262088,-1.08822028105948,-0.9305080233198298,-1.0126459188839576,-0.35921332467736833,-0.7228381818271472,-0.8714861262391379,-0.9544606377154229,-0.6190251933170194,0.14387964670388637,-0.5591837136103011,0.35957434239353514
-0.12658073468385286,-0.2446251230921644,0.7019760558112026,0.8826735729697216,-0.9305080233198298,0.8570720583877981,1.8596762870952943,-0.7228381818271472,1.2160901069231327,0.2351473980413128,0.5233870917085813,-0.3926002036914022,-0.14807882455197507,0.35957434239353514
